codigo,basureros,rank_basureros,reporte_falta_agua,rank_reporteagua,reportesretio,rank_reporteretio,aguaresidual,rank_aguaresidual,adecuacinsanitaria,rank_adecuacionsanitaria,fbasureros,freporte_falta_agua,freportesretio,faguaresidual,fadecuacinsanitaria,ranking
9369,0,,11,4,0,,0,,1,,1,5,1,1,2,2
9369,0,,11,4,0,,0,,1,,1,5,1,1,2,2
9369,0,,11,4,0,,0,,1,,1,5,1,1,2,2
9400,0,1,0,,0,,0,1,.94190001,3,1,1,1,1,3,2
9400,0,1,0,,0,,0,1,.8502,2,1,1,1,1,4,2
9400,0,1,0,,0,,0,1,.8502,2,1,1,1,1,4,2
9410,0,1,0,,0,,0,1,.88440001,2,1,1,1,1,4,2
9410,0,1,0,,0,,0,1,.95899999,4,1,1,1,1,3,2
9410,0,1,0,,0,,0,1,.88340002,2,1,1,1,1,4,2
9410,0,1,0,,0,,0,1,.88340002,2,1,1,1,1,4,2
9420,0,1,0,,0,,0,1,.92049998,3,1,1,1,1,4,2
9420,0,1,0,,0,,0,1,.8592,2,1,1,1,1,4,2
9429,0,1,2,3,0,1,0,1,.95639998,4,1,4,1,1,3,2
9430,0,1,0,,0,,0,1,.8804,2,1,1,1,1,4,2
9430,0,1,0,,0,,0,1,.92259997,3,1,1,1,1,4,2
9437,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
9438,0,1,8,4,0,1,0,1,.82169998,2,1,5,1,1,5,3
9440,0,1,0,,0,,0,1,.93419999,3,1,1,1,1,3,2
9440,0,1,0,,0,,0,1,.91180003,3,1,1,1,1,4,2
9440,0,1,0,,0,,0,1,.94989997,3,1,1,1,1,3,2
9450,0,1,3,3,0,1,0,1,.99839997,5,1,4,1,1,2,2
9460,0,1,0,1,0,1,0,1,1,5,1,1,1,1,2,2
9470,0,1,2,3,0,1,0,1,1,5,1,4,1,1,2,2
9479,0,1,9,4,0,1,0,1,.9946,5,1,5,1,1,2,2
9480,0,1,1,2,0,1,0,1,.99940002,5,1,4,1,1,2,2
9500,0,1,0,,0,,0,1,.78570002,1,1,1,1,1,5,2
9500,0,1,0,,0,,0,1,.77310002,1,1,1,1,1,5,2
9510,0,1,2330,5,0,1,0,1,.85039997,2,1,5,1,1,4,3
9519,0,1,5,4,0,1,0,1,.85039997,2,1,5,1,1,4,3
9520,0,1,0,,0,,0,1,.81349999,2,1,1,1,1,5,2
9520,0,1,0,,0,,0,1,.82499999,2,1,1,1,1,5,2
9530,0,1,28,5,0,1,0,1,.82529998,2,1,5,1,1,5,3
9540,1,5,0,1,0,,0,1,1,,5,1,1,1,2,3
9550,0,1,85,5,0,1,0,1,.72299999,1,1,5,1,1,5,3
9560,0,1,177,5,0,1,0,1,.83099997,2,1,5,1,1,5,3
9570,0,1,252,5,0,1,0,1,.78570002,1,1,5,1,1,5,3
9577,0,,6,4,0,,0,,1,,1,5,1,1,2,2
9577,0,,6,4,0,,0,,1,,1,5,1,1,2,2
9577,0,,6,4,0,,0,,1,,1,5,1,1,2,2
9578,0,1,92,5,0,1,0,1,.90460002,3,1,5,1,1,4,3
9579,0,,4,4,0,,0,,1,,1,4,1,1,2,2
9579,0,,4,4,0,,0,,1,,1,4,1,1,2,2
9600,1,5,75,5,0,1,0,1,.72469997,1,5,5,1,1,5,4
9608,0,1,108,5,0,1,0,1,.82279998,2,1,5,1,1,5,3
9609,0,1,45,5,0,1,0,1,.82279998,2,1,5,1,1,5,3
9620,0,1,154,5,1,4,0,1,.73509997,1,1,5,5,1,5,4
9630,0,1,0,,0,,0,1,.59759998,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.59549999,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.61299998,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.71700001,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.65210003,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.66140002,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.68889999,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.6602,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.71380001,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.66329998,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.75449997,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.70700002,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.65100002,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.52539998,1,1,1,1,1,5,2
9630,0,1,0,,0,,0,1,.5905,1,1,1,1,1,5,2
9637,0,1,497,5,0,1,0,1,.51560003,1,1,5,1,1,5,3
9638,0,1,220,5,0,1,0,1,.64060003,1,1,5,1,1,5,3
9640,0,1,0,,0,,0,1,.52719998,1,1,1,1,1,5,2
9640,0,1,0,,0,,0,1,.74299997,1,1,1,1,1,5,2
9648,0,1,107,5,0,1,0,1,.58469999,1,1,5,1,1,5,3
9660,0,1,378,5,0,1,0,1,.81510001,2,1,5,1,1,5,3
9670,1,5,66,5,0,1,0,1,.71280003,1,5,5,1,1,5,4
9680,0,1,54,5,0,1,0,1,.71619999,1,1,5,1,1,5,3
9689,0,1,5,4,0,1,0,1,.6602,1,1,5,1,1,5,3
9690,0,1,340,5,0,1,0,1,.67869997,1,1,5,1,1,5,3
9696,1,5,321,5,0,1,0,1,.58609998,1,5,5,1,1,5,4
9698,0,1,204,5,0,1,0,1,.65899998,1,1,5,1,1,5,3
9700,0,1,0,,0,,0,1,.74519998,1,1,1,1,1,5,2
9700,0,1,0,,0,,0,1,.8035,1,1,1,1,1,5,2
9700,0,1,0,,0,,0,1,.90570003,3,1,1,1,1,4,2
9700,0,1,0,,0,,0,1,.65609998,1,1,1,1,1,5,2
9700,0,1,0,,0,,0,1,.65609998,1,1,1,1,1,5,2
9700,0,1,0,,0,,0,1,.65609998,1,1,1,1,1,5,2
9700,0,1,0,,0,,0,1,.65609998,1,1,1,1,1,5,2
9704,0,1,437,5,0,,0,1,.63980001,1,1,5,1,1,5,3
9704,0,1,437,5,0,,0,1,.63980001,1,1,5,1,1,5,3
9704,0,1,437,5,0,,0,1,.63980001,1,1,5,1,1,5,3
9704,0,1,437,5,0,,0,1,.63980001,1,1,5,1,1,5,3
9704,0,1,437,5,0,,0,1,.63980001,1,1,5,1,1,5,3
9704,0,1,437,5,0,,0,1,.63980001,1,1,5,1,1,5,3
9705,0,,6,4,0,,0,,1,,1,5,1,1,2,2
9705,0,,6,4,0,,0,,1,,1,5,1,1,2,2
9706,0,1,0,,0,,0,1,.67879999,1,1,1,1,1,5,2
9706,0,1,0,,0,,0,1,.764,1,1,1,1,1,5,2
9708,0,1,573,5,0,,0,1,.73799998,1,1,5,1,1,5,3
9708,0,1,573,5,0,,0,1,.73799998,1,1,5,1,1,5,3
9709,0,1,6,4,0,1,0,1,.81400001,2,1,5,1,1,5,3
9710,0,1,1,2,0,1,0,1,.95490003,4,1,4,1,1,3,2
9719,0,,0,,0,1,0,,1,,1,1,1,1,2,2
9720,0,1,0,,0,,0,1,.85369998,2,1,1,1,1,4,2
9720,0,1,0,,0,,0,1,.89850003,2,1,1,1,1,4,2
9730,0,1,59,5,0,,0,1,.83249998,2,1,5,1,1,5,3
9730,0,1,59,5,0,,0,1,.83249998,2,1,5,1,1,5,3
9740,0,1,108,5,0,,0,1,.90490001,3,1,5,1,1,4,3
9740,0,1,108,5,0,,0,1,.90490001,3,1,5,1,1,4,3
9750,0,1,0,,0,,0,1,.85299999,2,1,1,1,1,4,2
9750,0,1,0,,0,,0,1,.88090003,2,1,1,1,1,4,2
9750,0,1,0,,0,,0,1,.73930001,1,1,1,1,1,5,2
9759,0,,3,3,0,1,0,,1,,1,4,1,1,2,2
9760,0,1,368,5,0,,0,1,.82410002,2,1,5,1,1,5,3
9760,0,1,368,5,0,,0,1,.82410002,2,1,5,1,1,5,3
9767,0,,3,3,0,1,0,,1,,1,4,1,1,2,2
9768,0,,9,4,0,1,0,,1,,1,5,1,1,2,2
9769,1,5,369,5,0,1,0,1,.67110002,1,5,5,1,1,5,4
9770,0,1,2,3,0,1,0,1,.83700001,2,1,4,1,1,5,3
9779,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
9780,0,1,0,,0,,0,1,.88550001,2,1,1,1,1,4,2
9780,0,1,0,,0,,0,1,.84299999,2,1,1,1,1,4,2
9780,0,1,0,,0,,0,1,.84299999,2,1,1,1,1,4,2
9780,0,1,0,,0,,0,1,.84299999,2,1,1,1,1,4,2
9780,0,1,0,,0,,0,1,.84299999,2,1,1,1,1,4,2
9780,0,1,0,,0,,0,1,.84299999,2,1,1,1,1,4,2
9789,0,,2,3,0,1,0,,1,,1,4,1,1,2,2
9790,0,1,48,5,0,1,0,1,.75889999,1,1,5,1,1,5,3
9800,1,5,0,,0,,0,1,.88499999,2,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.90549999,3,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.87720001,2,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.8739,2,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.8994,2,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.93099999,3,5,1,1,1,3,3
9800,1,5,0,,0,,0,1,.71579999,1,5,1,1,1,5,3
9800,1,5,0,,0,,0,1,.89700001,2,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.90200001,2,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.90200001,2,5,1,1,1,4,3
9800,1,5,0,,0,,0,1,.90200001,2,5,1,1,1,4,3
9809,0,1,27,5,0,1,0,1,.88499999,2,1,5,1,1,4,3
9810,1,5,0,,0,,0,1,.97890002,4,5,1,1,1,3,3
9810,1,5,0,,0,,0,1,.97869998,4,5,1,1,1,3,3
9810,1,5,0,,0,,0,1,.93589997,3,5,1,1,1,3,3
9810,1,5,0,,0,,0,1,.99409997,5,5,1,1,1,2,3
9819,1,5,31,5,0,1,0,1,.86769998,2,5,5,1,1,4,4
9820,0,1,0,,0,,0,1,.9673,4,1,1,1,1,3,2
9820,0,1,0,,0,,0,1,.90850002,3,1,1,1,1,4,2
9820,0,1,0,,0,,0,1,.90630001,3,1,1,1,1,4,2
9820,0,1,0,,0,,0,1,.98610002,4,1,1,1,1,2,2
9820,0,1,0,,0,,0,1,.98610002,4,1,1,1,1,2,2
9828,0,1,5,4,0,1,0,1,.96200001,4,1,5,1,1,3,2
9829,0,1,105,5,0,,0,1,.93830001,3,1,5,1,1,3,2
9829,0,1,105,5,0,,0,1,.93830001,3,1,5,1,1,3,2
9830,1,5,0,,0,,0,1,.8998,2,5,1,1,1,4,3
9830,1,5,0,,0,,0,1,.93919998,3,5,1,1,1,3,3
9830,1,5,0,,0,,0,1,.94779998,3,5,1,1,1,3,3
9830,1,5,0,,0,,0,1,.87540001,2,5,1,1,1,4,3
9830,1,5,0,,0,,0,1,.90079999,2,5,1,1,1,4,3
9830,1,5,0,,0,,0,1,.90079999,2,5,1,1,1,4,3
9836,0,,6,4,2,5,0,,1,,1,5,5,1,2,3
9837,0,1,8,4,1,4,0,1,.84060001,2,1,5,5,1,4,3
9838,0,1,1,2,0,1,0,1,.87889999,2,1,4,1,1,4,3
9839,0,1,0,,0,,0,1,.86739999,2,1,1,1,1,4,2
9839,0,1,0,,0,,0,1,.8179,2,1,1,1,1,5,2
9839,0,1,0,,0,,0,1,.75889999,1,1,1,1,1,5,2
9839,0,1,0,,0,,0,1,.75889999,1,1,1,1,1,5,2
9840,0,1,53,5,0,1,0,1,.84899998,2,1,5,1,1,4,3
9849,0,1,8,4,0,1,0,1,.8427,2,1,5,1,1,4,3
9850,0,1,0,,0,,0,1,.91399997,3,1,1,1,1,4,2
9850,0,1,0,,0,,0,1,.91399997,3,1,1,1,1,4,2
9850,0,1,0,,0,,0,1,.91009998,3,1,1,1,1,4,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9850,0,1,0,,0,,0,1,.95270002,4,1,1,1,1,3,2
9856,0,1,0,,0,,0,1,.89920002,2,1,1,1,1,4,2
9856,0,1,0,,0,,0,1,.93910003,3,1,1,1,1,3,2
9857,0,1,72,5,0,,0,1,.7647,1,1,5,1,1,5,3
9857,0,1,72,5,0,,0,1,.7647,1,1,5,1,1,5,3
9857,0,1,72,5,0,,0,1,.7647,1,1,5,1,1,5,3
9858,0,1,14,4,0,1,0,1,.88480002,2,1,5,1,1,4,3
9859,0,1,24,5,0,1,0,1,.86290002,2,1,5,1,1,4,3
9860,0,1,0,,0,,0,1,.9023,3,1,1,1,1,4,2
9860,0,1,0,,0,,0,1,.3213,1,1,1,1,1,5,2
9860,0,1,0,,0,,0,1,.88169998,2,1,1,1,1,4,2
9860,0,1,0,,0,,0,1,.99360001,5,1,1,1,1,2,2
9860,0,1,0,,0,,0,1,.92030001,3,1,1,1,1,4,2
9860,0,1,0,,0,,0,1,.93919998,3,1,1,1,1,3,2
9860,0,1,0,,0,,0,1,.93919998,3,1,1,1,1,3,2
9860,0,1,0,,0,,0,1,.93919998,3,1,1,1,1,3,2
9860,0,1,0,,0,,0,1,.93919998,3,1,1,1,1,3,2
9860,0,1,0,,0,,0,1,.93919998,3,1,1,1,1,3,2
9864,0,,0,,0,1,0,,1,,1,1,1,1,2,2
9868,0,1,15,4,0,,0,1,.98809999,4,1,5,1,1,2,2
9868,0,1,15,4,0,,0,1,.98809999,4,1,5,1,1,2,2
9869,0,,0,,0,1,0,,1,,1,1,1,1,2,2
9870,0,1,0,,0,,0,1,.85470003,2,1,1,1,1,4,2
9870,0,1,0,,0,,0,1,.90570003,3,1,1,1,1,4,2
9870,0,1,0,,0,,0,1,.90570003,3,1,1,1,1,4,2
9870,0,1,0,,0,,0,1,.84939998,2,1,1,1,1,4,2
9870,0,1,0,,0,,0,1,.84939998,2,1,1,1,1,4,2
9880,0,1,0,,0,,0,1,.99440002,5,1,1,1,1,2,2
9880,0,1,0,,0,,0,1,.93919998,3,1,1,1,1,3,2
9880,0,1,0,,0,,0,1,.9641,4,1,1,1,1,3,2
9880,0,1,0,,0,,0,1,.97670001,4,1,1,1,1,3,2
9880,0,1,0,,0,,0,1,.97670001,4,1,1,1,1,3,2
9880,0,1,0,,0,,0,1,.97670001,4,1,1,1,1,3,2
9885,0,,26,5,0,,0,,1,,1,5,1,1,2,2
9885,0,,26,5,0,,0,,1,,1,5,1,1,2,2
9889,0,,0,,0,1,0,,1,,1,1,1,1,2,2
9890,0,1,0,,0,,0,1,.9756,4,1,1,1,1,3,2
9890,0,1,0,,0,,0,1,.86290002,2,1,1,1,1,4,2
9897,0,1,7,4,0,,0,1,.97500002,4,1,5,1,1,3,2
9897,0,1,7,4,0,,0,1,.97500002,4,1,5,1,1,3,2
9898,0,,14,4,0,1,0,,1,,1,5,1,1,2,2
9899,0,,3,3,0,1,0,,1,,1,4,1,1,2,2
9900,0,1,0,,0,,0,1,.7464,1,1,1,1,1,5,2
9900,0,1,0,,0,,0,1,.89780003,2,1,1,1,1,4,2
9900,0,1,0,,0,,0,1,.7647,1,1,1,1,1,5,2
9910,0,1,3,3,0,,0,1,.98460001,4,1,4,1,1,3,2
9910,0,1,3,3,0,,0,1,.98460001,4,1,4,1,1,3,2
9920,0,1,3,3,0,1,0,1,.81059998,2,1,4,1,1,5,3
9930,0,1,180,5,1,4,0,1,.84399998,2,1,5,5,1,4,3
9940,0,1,2,3,0,1,0,1,.81370002,2,1,4,1,1,5,3
9960,0,1,0,,0,,0,1,.90700001,3,1,1,1,1,4,2
9960,0,1,0,,0,,0,1,.84500003,2,1,1,1,1,4,2
9960,0,1,0,,0,,0,1,.82660002,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9960,0,1,0,,0,,0,1,.8283,2,1,1,1,1,5,2
9969,0,1,5,4,0,1,0,1,.88690001,2,1,5,1,1,4,3
9970,0,1,28,5,3,5,0,1,.82520002,2,1,5,5,1,5,4
9979,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
10000,0,1,0,1,3,5,0,1,.91759998,3,1,1,5,1,4,3
10010,0,1,0,,0,,0,1,.87809998,2,1,1,1,1,4,2
10010,0,1,0,,0,,0,1,.9364,3,1,1,1,1,3,2
10020,0,1,0,1,0,1,0,1,.9206,3,1,1,1,1,4,2
10100,0,,0,,3,5,0,,1,,1,1,5,1,2,2
10110,0,,0,,0,1,0,,1,,1,1,1,1,2,2
10130,0,,0,,0,1,0,,1,,1,1,1,1,2,2
10200,1,5,0,1,5,5,0,1,.98809999,4,5,1,5,1,2,3
10210,0,,0,,0,1,0,,1,,1,1,1,1,2,2
10290,0,,0,,0,1,0,,1,,1,1,1,1,2,2
10300,1,5,4,4,0,1,1,5,.736,1,5,4,1,5,5,5
10309,0,,4,4,0,1,0,,1,,1,4,1,1,2,2
10320,0,1,1,2,0,1,0,1,.81290001,2,1,4,1,1,5,3
10330,0,1,1,2,0,1,0,1,.82419997,2,1,4,1,1,5,3
10340,0,1,0,1,0,1,0,1,.847,2,1,1,1,1,4,2
10350,0,1,3,3,0,1,0,1,.83420002,2,1,4,1,1,5,3
10360,0,1,0,1,0,1,0,1,.8962,2,1,1,1,1,4,2
10368,0,1,1,2,0,1,0,1,.80229998,1,1,4,1,1,5,3
10369,0,1,0,,0,,0,1,.79320002,1,1,1,1,1,5,2
10369,0,1,0,,0,,0,1,.72009999,1,1,1,1,1,5,2
10370,0,1,0,1,0,1,0,1,.85900003,2,1,1,1,1,4,2
10378,0,1,0,1,0,1,0,1,.8283,2,1,1,1,1,5,2
10379,0,1,1,2,0,1,0,1,.74119997,1,1,4,1,1,5,3
10380,0,1,2,3,0,1,0,1,.91729999,3,1,4,1,1,4,3
10400,0,1,0,1,4,5,0,1,.9619,4,1,1,5,1,3,3
10500,0,1,0,1,1,4,0,1,.94529998,3,1,1,5,1,3,3
10508,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
10509,0,,0,,0,1,0,,1,,1,1,1,1,2,2
10580,0,1,1,2,0,1,0,1,.95969999,4,1,4,1,1,3,2
10589,0,,4,4,0,1,0,,1,,1,4,1,1,2,2
10600,0,1,7,4,1,4,0,1,.85759997,2,1,5,5,1,4,3
10610,0,1,0,1,0,1,0,1,.90079999,2,1,1,1,1,4,2
10620,0,1,2,3,0,1,0,1,.78689998,1,1,4,1,1,5,3
10630,1,5,237,5,0,1,0,1,1,,5,5,1,1,2,3
10640,0,1,0,,0,,0,1,.79439998,1,1,1,1,1,5,2
10640,0,1,0,,0,,0,1,.91399997,3,1,1,1,1,4,2
10640,0,1,0,,0,,0,1,.81050003,1,1,1,1,1,5,2
10650,0,,0,,0,1,0,,1,,1,1,1,1,2,2
10660,0,1,1,2,0,1,0,1,.5794,1,1,4,1,1,5,3
10700,0,1,0,1,5,5,0,1,.95130002,4,1,1,5,1,3,3
10710,0,1,1,2,0,1,0,1,.94859999,3,1,4,1,1,3,2
10720,0,,1,2,0,1,0,,1,,1,4,1,1,2,2
10730,0,1,4,4,0,1,0,1,.94859999,3,1,4,1,1,3,2
10740,0,1,0,1,1,4,0,1,.94859999,3,1,1,5,1,3,3
10800,0,1,0,1,0,1,0,1,.90030003,2,1,1,1,1,4,2
10810,0,1,0,1,0,1,0,1,.75819999,1,1,1,1,1,5,2
10820,0,1,0,1,0,1,0,1,.97240001,4,1,1,1,1,3,2
10830,0,1,0,1,0,1,0,1,.94319999,3,1,1,1,1,3,2
10840,0,1,0,1,0,,0,1,.97899997,4,1,1,1,1,3,2
10840,0,1,0,1,0,,0,1,.97899997,4,1,1,1,1,3,2
10900,0,1,150,5,0,1,1,5,.7525,1,1,5,1,5,5,4
10910,0,1,2,3,0,1,0,1,.90469998,3,1,4,1,1,4,3
10920,0,1,0,1,0,1,0,1,.82440001,2,1,1,1,1,5,2
10926,0,,134,5,0,1,0,,1,,1,5,1,1,2,2
11000,1,5,0,,0,,1,5,1,5,5,1,1,5,2,4
11000,1,5,0,,0,,1,5,.95499998,4,5,1,1,5,3,4
11000,1,5,0,,0,,1,5,1,5,5,1,1,5,2,4
11000,1,5,0,,0,,1,5,.99730003,5,5,1,1,5,2,4
11000,1,5,0,,0,,1,5,.99659997,5,5,1,1,5,2,4
11000,1,5,0,,0,,1,5,.99900001,5,5,1,1,5,2,4
11000,1,5,0,,0,,1,5,.99330002,5,5,1,1,5,2,4
11000,1,5,0,,0,,1,5,.99900001,5,5,1,1,5,2,4
11009,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11040,0,1,0,1,0,1,0,1,1,5,1,1,1,1,2,2
11100,1,5,0,,0,,0,1,.99900001,5,5,1,1,1,2,3
11100,1,5,0,,0,,0,1,.99900001,5,5,1,1,1,2,3
11109,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11200,0,1,0,,0,,0,1,.99720001,5,1,1,1,1,2,2
11200,0,1,0,,0,,0,1,.9989,5,1,1,1,1,2,2
11209,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11210,0,1,0,1,0,1,0,1,.71579999,1,1,1,1,1,5,2
11219,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11220,0,1,0,1,0,,0,1,1,5,1,1,1,1,2,2
11220,0,1,0,1,0,,0,1,1,5,1,1,1,1,2,2
11230,0,1,0,1,1,4,0,1,.93889999,3,1,1,5,1,3,3
11239,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11240,0,1,0,1,0,1,0,1,.91619998,3,1,1,1,1,4,2
11250,0,1,0,1,1,4,0,1,.8423,2,1,1,5,1,4,3
11259,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11260,0,1,0,,0,,0,1,.91430002,3,1,1,1,1,4,2
11260,0,1,0,,0,,0,1,.95990002,4,1,1,1,1,3,2
11270,0,1,2,3,0,1,0,1,.85280001,2,1,4,1,1,4,3
11280,0,1,0,1,1,4,0,1,.81900001,2,1,1,5,1,5,3
11289,0,1,0,1,0,1,0,1,.92540002,3,1,1,1,1,4,2
11290,0,1,0,,0,,0,1,.98280001,4,1,1,1,1,3,2
11290,0,1,0,,0,,0,1,.91949999,3,1,1,1,1,4,2
11300,0,1,0,1,6,5,0,1,.9939,5,1,1,5,1,2,2
11310,0,1,0,1,1,4,0,1,.84899998,2,1,1,5,1,4,3
11311,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11320,0,1,0,,0,,0,1,.96079999,4,1,1,1,1,3,2
11320,0,1,0,,0,,0,1,.97719997,4,1,1,1,1,3,2
11330,0,1,1,2,1,4,0,1,.99959999,5,1,4,5,1,2,3
11340,0,1,0,1,0,1,0,1,1,5,1,1,1,1,2,2
11350,0,1,0,1,0,1,0,1,.98100001,4,1,1,1,1,3,2
11360,0,1,0,1,0,1,0,1,.99400002,5,1,1,1,1,2,2
11370,0,1,1,2,0,1,0,1,.94330001,3,1,4,1,1,3,2
11379,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11400,0,1,1,2,0,1,0,1,.98680001,4,1,4,1,1,2,2
11410,0,1,0,,0,,0,1,.92559999,3,1,1,1,1,4,2
11410,0,1,0,,0,,0,1,.96520001,4,1,1,1,1,3,2
11420,0,1,0,1,0,1,0,1,.97509998,4,1,1,1,1,3,2
11430,0,1,0,,0,,0,1,.91979998,3,1,1,1,1,4,2
11430,0,1,0,,0,,0,1,.93339998,3,1,1,1,1,3,2
11440,0,1,0,,0,,0,1,.9659,4,1,1,1,1,3,2
11440,0,1,0,,0,,0,1,.94230002,3,1,1,1,1,3,2
11450,0,1,0,,0,,0,1,.92460001,3,1,1,1,1,4,2
11450,0,1,0,,0,,0,1,.92400002,3,1,1,1,1,4,2
11450,0,1,0,,0,,0,1,.92900002,3,1,1,1,1,4,2
11460,1,5,0,,0,,0,1,.935,3,5,1,1,1,3,3
11460,1,5,0,,0,,0,1,.96600002,4,5,1,1,1,3,3
11460,1,5,0,,0,,0,1,.90450001,3,5,1,1,1,4,3
11460,1,5,0,,0,,0,1,.94129997,3,5,1,1,1,3,3
11470,0,1,0,,0,,0,1,.97780001,4,1,1,1,1,3,2
11470,0,1,0,,0,,0,1,.96880001,4,1,1,1,1,3,2
11479,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11480,0,1,0,,0,,0,1,.94919997,3,1,1,1,1,3,2
11480,0,1,0,,0,,0,1,.95340002,4,1,1,1,1,3,2
11489,0,1,0,1,0,1,0,1,.86769998,2,1,1,1,1,4,2
11490,0,1,0,,0,,0,1,.90109998,2,1,1,1,1,4,2
11490,0,1,0,,0,,0,1,.94639999,3,1,1,1,1,3,2
11500,0,1,1,2,2,5,0,1,.99940002,5,1,4,5,1,2,3
11501,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11510,0,1,0,1,2,5,0,1,.99730003,5,1,1,5,1,2,2
11511,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11520,0,1,0,1,6,5,0,1,.98879999,4,1,1,5,1,2,2
11529,0,1,0,1,1,4,0,1,.9576,4,1,1,5,1,3,3
11530,0,1,2,3,3,5,0,1,.99949998,5,1,4,5,1,2,3
11540,0,1,1,2,0,1,0,1,.99949998,5,1,4,1,1,2,2
11550,0,1,0,1,15,5,0,1,.9982,5,1,1,5,1,2,2
11560,0,1,0,1,1,4,0,1,.9982,5,1,1,5,1,2,2
11580,1,5,0,1,0,1,0,1,.99659997,5,5,1,1,1,2,3
11587,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11590,0,1,0,1,5,5,0,1,.99849999,5,1,1,5,1,2,2
11600,0,1,0,1,0,1,0,1,.99830002,5,1,1,1,1,2,2
11610,0,1,0,1,0,1,0,1,1,5,1,1,1,1,2,2
11619,0,,0,,0,,0,,1,,1,1,1,1,2,2
11619,0,,0,,0,,0,,1,,1,1,1,1,2,2
11640,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11649,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11650,0,1,0,1,0,1,0,1,.9788,4,1,1,1,1,3,2
11700,0,1,1,2,5,5,1,5,.9989,5,1,4,5,5,2,4
11800,1,5,0,,0,,0,1,.98329997,4,5,1,1,1,3,3
11800,1,5,0,,0,,0,1,.98470002,4,5,1,1,1,3,3
11810,0,1,0,1,2,5,0,1,.95840001,4,1,1,5,1,3,3
11820,0,1,1,2,3,5,0,1,.93010002,3,1,4,5,1,3,3
11830,0,1,0,1,1,4,0,1,.92379999,3,1,1,5,1,4,3
11840,0,1,0,1,2,5,0,1,.94529998,3,1,1,5,1,3,3
11850,1,5,0,,0,,1,5,.99669999,5,5,1,1,5,2,4
11850,1,5,0,,0,,1,5,.98809999,4,5,1,1,5,2,4
11860,0,1,0,1,1,4,0,1,.98589998,4,1,1,5,1,2,2
11869,0,,0,,0,1,0,,1,,1,1,1,1,2,2
11870,0,1,1,2,3,5,0,1,.92799997,3,1,4,5,1,4,3
